#doc source pos typeindex type topic
5 NA 145 187 sökandena 10
5 NA 146 188 finner 15
5 NA 147 189 öfverståthållareämbetet 10
5 NA 148 122 en 1
5 NA 149 190 dylik 0
5 NA 150 191 anordning 4
5 NA 151 192 vara 0
5 NA 152 89 att 19
5 NA 153 193 föredraga 10
5 NA 154 194 framför 14
5 NA 155 195 flera 32
5 NA 156 160 icke 14
5 NA 157 184 enhetlig 0
5 NA 158 196 ledning 10
5 NA 159 197 ställda 0
5 NA 160 198 lotterier 32
5 NA 161 72 för 16
5 NA 162 199 likartade 0
5 NA 163 200 ändamål. 48
5 NA 164 136 Enligt 27
5 NA 165 122 en 16
5 NA 166 164 vid 48
5 NA 167 201 ansökningen 0
5 NA 168 202 fogad 10
5 NA 169 203 plan 31
5 NA 170 72 för 14
5 NA 171 204 det 16
5 NA 172 205 föreslagna 48
5 NA 173 206 lotteriet, 32
5 NA 174 207 skulle 14
5 NA 175 208 detsamma 15
5 NA 176 192 vara 14
5 NA 177 209 ordnadt 32
5 NA 178 48 två 1
5 NA 179 140 särskilda 0
5 NA 180 210 dragningar, 4
5 NA 181 121 till 14
5 NA 182 211 hvilka 26
5 NA 183 212 6'kulle 31
5 NA 184 213 säljas 10
5 NA 185 214 tillhopa 0
5 NA 186 215 högst 10
5 NA 187 216 25,000 0
5 NA 188 217 lotter, 10
5 NA 189 218 efter 32
5 NA 190 219 eitt 1
5 NA 191 220 pris 4
5 NA 192 98 af 16
5 NA 193 221 4 0
5 NA 194 222 kr. 11
5 NA 195 72 för 16
5 NA 196 223 hvarje, 16
5 NA 197 51 och 16
5 NA 198 224 därvid 23
5 NA 199 225 vinsterna 27
5 NA 200 226 skull© 10
5 NA 201 227 utgöras 19
5 NA 202 98 af 1
5 NA 203 228 från 1
5 NA 204 229 svenska 0
5 NA 205 230 ägare 48
5 NA 206 231 inköpta, 32
5 NA 207 232 Sverge 45
5 NA 208 233 födda 48
5 NA 209 234 liäsitar. 4
5 NA 210 235 Dessa 10
5 NA 211 207 skulle 14
5 NA 212 236 inköpas 0
5 NA 213 98 af 16
5 NA 214 122 en 16
5 NA 215 237 sänekildt 10
5 NA 216 182 utsedd 0
5 NA 217 238 nämnd 19
5 NA 218 239 samt 48
5 NA 219 121 till 16
5 NA 220 240 antal 48
5 NA 221 51 och 16
5 NA 222 241 värd© 0
5 NA 223 192 vara 0
5 NA 224 242 beroende 13
5 NA 225 98 af 16
5 NA 226 204 det 16
5 NA 227 243 intresse 26
5 NA 228 244 hvarmed 14
5 NA 229 245 företaget 32
5 NA 230 98 af 16
5 NA 231 246 allmänheten 32
5 NA 232 247 omfatta® 14
5 NA 233 51 och 29
5 NA 234 98 af 11
5 NA 235 126 de 26
5 NA 236 248 försålda 0
5 NA 237 249 lotternas 1
5 NA 238 250 antal. 48
5 NA 239 251 Om 14
5 NA 240 252 samtliga 48
5 NA 241 253 lotter 32
5 NA 242 254 såldes, 16
5 NA 243 207 skulle 14
5 NA 244 255 hästarnas 32
5 NA 245 240 antal 48
5 NA 246 256 uppgå 19
5 NA 247 121 till 16
5 NA 248 257 66, 10
5 NA 249 144 med 14
5 NA 250 258 ett 14
5 NA 251 241 värd© 19
5 NA 252 98 af 19
5 NA 253 259 Bammanlagdt67,200 0
5 NA 254 260 kr., 10
5 NA 255 261 oeh 14
5 NA 256 226 skull© 10
5 NA 257 262 behållningen 0
5 NA 258 98 af 16
5 NA 259 206 lotteriet, 32
5 NA 260 263 planen 16
5 NA 261 264 beräknad 14
5 NA 262 121 till 14
5 NA 263 265 23,000 23
5 NA 264 260 kr., 10
5 NA 265 266 fördelas 0
5 NA 266 267 mellan 26
5 NA 267 268 d© 32
5 NA 268 180 fyra 27
5 NA 269 269 ifrågavarandb 45
5 NA 270 270 kor 31
5 NA 271 271 por 10
5 NA 272 272 ti 0
6 NA 0 273 TVÅ 22
6 NA 1 274 MÄN 22
6 NA 2 275 OM 6
6 NA 3 276 ETT 26
6 NA 4 277 NAMN. 22
7 NA 0 278 Posthuset 21
7 NA 1 279 Karlsborg. 44
7 NA 2 280 Vid 14
7 NA 3 281 årsskiftet 21
7 NA 4 168 har 14
7 NA 5 282 generalpoststyrelsien 33
7 NA 6 283 verkställt 48
7 NA 7 284 likvid 10
7 NA 8 72 för 16
7 NA 9 204 det 16
7 NA 10 285 genom 19
7 NA 11 286 järnvägssityreIsens 28
7 NA 12 287 försorg 48
7 NA 13 288 uppförda 27
7 NA 14 289 nya 48
7 NA 15 290 posthuset 21
7 NA 16 93 å 4
7 NA 17 279 Karlsborg. 44
7 NA 18 291 Kostnaden 10
7 NA 19 72 för 16
7 NA 20 292 huset 21
7 NA 21 293 belöper 44
7 NA 22 132 sig 14
7 NA 23 121 till 14
7 NA 24 294 31,800 18
7 NA 25 295 kronor. 33
7 NA 26 296 46 48
7 NA 27 297 grader 44
7 NA 28 298 kallt. 44
7 NA 29 299 Norrb. 44
7 NA 30 300 K. 8
7 NA 31 301 skrifver 44
7 NA 32 69 : 16
7 NA 33 302 43 33
7 NA 34 297 grader 44
7 NA 35 303 kallt 44
7 NA 36 304 var 1
7 NA 37 204 det 16
7 NA 38 305 Jörn 49
7 NA 39 306 nyårskvällen. 27
7 NA 40 39 I 14
7 NA 41 307 Myrheden 16
7 NA 42 308 gick 1
7 NA 43 309 termometern 44
7 NA 44 310 nyårsnatten 16
7 NA 45 311 ned 16
7 NA 46 121 till 16
7 NA 47 296 46 48
7 NA 48 51 och 20
7 NA 49 312 Vännästill 28
7 NA 50 313 41 20
7 NA 51 314 grader. 48
7 NA 52 39 I 14
7 NA 53 315 Luleå 44
7 NA 54 316 visade 17
7 NA 55 309 termometern 44
7 NA 56 317 på 1
7 NA 57 318 nyårsdagens 49
7 NA 58 319 morgon 44
7 NA 59 320 34 30
7 NA 60 297 grader 44
7 NA 61 321 kallt, 27
7 NA 62 322 m©n 20
7 NA 63 323 dagens 48
7 NA 64 324 lopp 1
7 NA 65 325 steg 21
7 NA 66 326 temperaturen, 21
7 NA 67 327 så 16
7 NA 68 89 att 17
7 NA 69 204 det 16
7 NA 70 317 på 17
7 NA 71 328 kvällen 17
7 NA 72 329 blott 35
7 NA 73 304 var 1
7 NA 74 330 några 16
7 NA 75 297 grader 44
7 NA 76 298 kallt. 44
7 NA 77 331 Studenter 49
7 NA 78 51 och 1
7 NA 79 332 arbetares 18
7 NA 80 333 litterära 48
7 NA 81 334 aftnar. 44
7 NA 82 335 D:r 14
7 NA 83 336 Olav 44
7 NA 84 337 Benedictsen 14
7 NA 85 228 från 1
7 NA 86 338 Köpenhamn 27
7 NA 87 339 håller 28
7 NA 88 340 föredrag 16
7 NA 89 72 för 3
7 NA 90 341 föreningsmedlemmar 44
7 NA 91 93 å 4
7 NA 92 342 klubblokalen, 16
7 NA 93 343 Jakobsbergsg-atan 21
7 NA 94 15 25 3
7 NA 95 344 B, 20
7 NA 96 345 fredagen 17
7 NA 97 346 den 49
7 NA 98 347 6 20
7 NA 99 348 d:s 21
7 NA 100 37 kl. 20
7 NA 101 349 8 48
7 NA 102 350 e. 20
7 NA 103 351 m. 20
7 NA 104 352 Niästa 48
7 NA 105 333 litterära 48
7 NA 106 353 afton 19
7 NA 107 354 äger 14
7 NA 108 355 rum 21
7 NA 109 356 lördagen 17
7 NA 110 346 den 16
7 NA 111 357 14 20
7 NA 112 358 d:is, 44
7 NA 113 359 då 17
7 NA 114 360 fröken 7
7 NA 115 361 Matilda 28
7 NA 116 362 Videgren 48
7 NA 117 363 ihiäller 21
7 NA 118 340 föredrag 16
7 NA 119 87 om 10
7 NA 120 364 Något 48
7 NA 121 87 om 1
7 NA 122 365 svensk-amerikansk 21
7 NA 123 366 litteratur. 49
7 NA 124 367 Försvunnen 44
7 NA 125 368 postexpeditör. 49
7 NA 126 369 Föreståndaren 48
7 NA 127 72 för 16
7 NA 128 370 postverkets 44
7 NA 129 371 kontor 35
7 NA 130 372 nr 48
7 NA 131 373 33 48
7 NA 132 374 Qrötgatan, 44
7 NA 133 375 poetkontrollör 44
7 NA 134 376 L. 7
7 NA 135 377 Skog, 44
7 NA 136 168 har 14
7 NA 137 121 till 16
7 NA 138 378 vederbörande 44
7 NA 139 379 polismyndighet 33
7 NA 140 380 ingifvit 27
7 NA 141 122 en 1
7 NA 142 381 anmälan 21
7 NA 143 87 om 16
7 NA 144 89 att 35
7 NA 145 164 vid 48
7 NA 146 382 ofvannämnda 14
7 NA 147 383 postkontor 44
7 NA 148 384 anställde 44
7 NA 149 385 postexpeditören 21
7 NA 150 386 Oscar 48
7 NA 151 387 Edvard 21
7 NA 152 388 Geijer, 44
7 NA 153 389 boende 48
7 NA 154 372 nr 48
7 NA 155 390 9 18
7 NA 156 391 Götgatan, 44
7 NA 157 392 sedan 27
7 NA 158 346 den 1
7 NA 159 393 29 28
7 NA 160 394 sistlidne 48
7 NA 161 395 december 44
7 NA 162 164 vid 48
7 NA 163 396 6-tiden 20
7 NA 164 397 ©. 44
7 NA 165 351 m. 20
7 NA 166 398 varit 1
7 NA 167 399 försvunnen 27
7 NA 168 228 från 1
7 NA 169 400 såväl 44
7 NA 170 401 tjänsterummet 44
7 NA 171 142 som 16
7 NA 172 402 bostaden. 44
7 NA 173 403 Geijer 44
7 NA 174 96 är 16
7 NA 175 404 född 27
7 NA 176 346 den 1
7 NA 177 405 2 21
7 NA 178 406 februari 21
7 NA 179 407 1851, 30
7 NA 180 51 och 16
7 NA 181 408 hr 2
7 NA 182 409 Skog 44
7 NA 183 410 misstänker 17
7 NA 184 89 att 17
7 NA 185 411 han 14
7 NA 186 317 på 1
7 NA 187 412 något 1
7 NA 188 413 sätt 35
7 NA 189 414 omkommit. 10
7 NA 190 415 Hr 3
7 NA 191 409 Skog 44
7 NA 192 416 tillägger 4
7 NA 193 417 slutligen 35
7 NA 194 89 att 19
7 NA 195 403 Geijer 44
7 NA 196 418 alltid 21
7 NA 197 419 skött 44
7 NA 198 420 sin 14
7 NA 199 421 tjänst 16
7 NA 200 422 punktligt 17
7 NA 201 51 och 1
7 NA 202 423 redbart 44
7 NA 203 239 samt 48
7 NA 204 424 ej 14
7 NA 205 425 omhänderhaft 21
7 NA 206 330 några 16
7 NA 207 370 postverkets 44
7 NA 208 426 medel. 44
7 NA 209 427 Skrif 48
7 NA 210 428 kurs 44
7 NA 211 72 för 14
7 NA 212 429 arbetare. 49
7 NA 213 39 I 14
7 NA 214 319 morgon 44
7 NA 215 37 kl. 20
7 NA 216 430 half 20
7 NA 217 405 2 21
7 NA 218 350 e. 20
7 NA 219 431 ru. 10
7 NA 220 339 håller 28
7 NA 221 432 hofkalligrafen 44
7 NA 222 433 C. 21
7 NA 223 434 O. 48
7 NA 224 435 Heike 21
7 NA 225 221 4 33
7 NA 226 436 Arbetareinstitutet 44
7 NA 227 340 föredrag 16
7 NA 228 87 om 16
7 NA 229 437 skrifkonsten, 17
7 NA 230 438 såsom 19
7 NA 231 439 inledning 44
7 NA 232 121 till 16
7 NA 233 122 en 1
7 NA 234 440 ny 33
7 NA 235 441 skrifkurs 10
7 NA 236 72 för 16
7 NA 237 442 arbetare, 44
7 NA 238 400 såväl 44
7 NA 239 443 manliga 44
7 NA 240 142 som 16
7 NA 241 444 kvinnliga. 44
7 NA 242 280 Vid 14
7 NA 243 104 denna 14
7 NA 244 445 Skrifkurs, 48
7 NA 245 142 som 16
7 NA 246 446 börjar 18
7 NA 247 447 nästa 20
7 NA 248 448 söndag 21
7 NA 249 37 kl. 20
7 NA 250 390 9 18
7 NA 251 449 f. 20
7 NA 252 450 m., 20
7 NA 253 451 lämnas 44
7 NA 254 452 undervisning 21
7 NA 255 453 alla 16
7 NA 256 454 slags 30
7 NA 257 455 stilar 16
7 NA 258 121 till 16
7 NA 259 258 ett 14
7 NA 260 220 pris 4
7 NA 261 98 af 16
7 NA 262 15 25 17
7 NA 263 456 öre 3
7 NA 264 457 pr 3
7 NA 265 458 gång. 30
7 NA 266 459 Föredraget 27
7 NA 267 460 illustreras 21
7 NA 268 144 med 14
7 NA 269 461 talrika 27
7 NA 270 462 kalligrafi-ska 48
7 NA 271 463 försök. 18
7 NA 272 464 Inträdesafgift 17
7 NA 273 121 till 14
7 NA 274 465 föredraget 49
7 NA 275 96 är 16
7 NA 276 24 10 18
7 NA 277 466 öre. 3
7 NA 278 467 Jourhafvande 33
7 NA 279 468 fältskärer 17
7 NA 280 469 äro 44
7 NA 281 317 på 16
7 NA 282 470 trettondagen: 48
7 NA 283 471 Eniil 17
7 NA 284 472 .Olsson, 3
7 NA 285 473 Tegnérgatan 48
7 NA 286 474 3, 48
7 NA 287 475 Anton 16
7 NA 288 476 Johanston, 20
7 NA 289 477 Fleminggatan 21
7 NA 290 478 53 48
7 NA 291 479 A, 4
7 NA 292 480 Emil 48
7 NA 293 481 Gustafsson, 1
7 NA 294 482 Hornsgatan 21
7 NA 295 483 52. 27
7 NA 296 484 Frökatatog 28
7 NA 297 72 för 14
7 NA 298 90 innevarande 10
7 NA 299 1 år 44
7 NA 300 106 liar 16
7 NA 301 485 dagarna 1
7 NA 302 486 utsändts 44
7 NA 303 98 af 16
7 NA 304 487 Lundins 1
7 NA 305 488 fröhandel 7
7 NA 306 372 nr 48
7 NA 307 489 15 18
7 NA 308 490 Mälaretorget 44
7 NA 309 491 -härstädes; 44
7 NA 310 346 den 1
7 NA 311 96 är 44
7 NA 312 492 försedd 44
7 NA 313 144 med 14
7 NA 314 122 en 1
7 NA 315 493 del 16
7 NA 316 494 illustrationer 27
7 NA 317 51 och 1
7 NA 318 495 omfattar, 44
7 NA 319 142 som 16
7 NA 320 496 vanligt, 48
7 NA 321 497 åkerbruks- 33
7 NA 322 498 aamt 20
7 NA 323 499 köksträdgårds- 21
7 NA 324 79 ooh 14
7 NA 325 500 blomsterfrön 21
7 NA 326 351 m. 20
7 NA 327 351 m. 20
7 NA 328 501 Stor 48
7 NA 329 502 ifluininationsfest. 44
7 NA 330 251 Om 14
7 NA 331 503 väderleken 44
7 NA 332 504 tillåter 44
7 NA 333 505 anordnas 10
7 NA 334 319 morgon 44
7 NA 335 37 kl. 20
7 NA 336 506 7—9 44
7 NA 337 350 e. 20
7 NA 338 507 in. 20
7 NA 339 508 stor 44
7 NA 340 509 illuminationsfest 49
7 NA 341 510 Idrottsparken. 21
7 NA 342 511 Musik 14
7 NA 343 512 utföres 48
7 NA 344 513 hela 14
7 NA 345 514 tiden. 4
7 NA 346 515 Dessutom 21
7 NA 347 516 kommer 16
7 NA 348 517 musik 28
7 NA 349 518 at-t 44
7 NA 350 519 utföras 27
7 NA 351 47 dag 1
7 NA 352 37 kl. 20
7 NA 353 430 half 20
7 NA 354 520 8—half 48
7 NA 355 390 9 41
7 NA 356 350 e. 20
7 NA 357 351 m. 20
7 NA 358 239 samt 48
7 NA 359 319 morgon 44
7 NA 360 37 kl. 20
7 NA 361 521 2—3 48
7 NA 362 522 e, 27
7 NA 363 351 m. 20
7 NA 364 523 Döde 1
7 NA 365 51 och 16
7 NA 366 524 födde. 44
7 NA 367 525 Antalet 21
7 NA 368 526 dödsfall 48
7 NA 369 527 veckan 44
7 NA 370 346 den 16
7 NA 371 528 18—-24 48
7 NA 372 529 deoemlber 44
7 NA 373 530 utgjorde 44
7 NA 374 531 94 48
7 NA 375 532 (föregående 44
7 NA 376 527 veckan 44
7 NA 377 533 84); 17
7 NA 378 534 47 44
7 NA 379 535 aflidna 16
7 NA 380 536 voro 17
7 NA 381 537 mankön, 48
7 NA 382 534 47 44
7 NA 383 538 kvinnkön. 44
7 NA 384 539 De 17
7 NA 385 540 aflidnas 48
7 NA 386 541 ålder 18
7 NA 387 542 var: 44
7 NA 388 347 6 20
7 NA 389 543 månader 21
7 NA 390 544 10, 7
7 NA 391 545 6—12 27
7 NA 392 543 månader 21
7 NA 393 546 4, 10
7 NA 394 547 1—6 21
7 NA 395 1 år 44
7 NA 396 548 6, 48
7 NA 397 549 5—10 10
7 NA 398 1 år 3
7 NA 399 550 1, 44
7 NA 400 551 10—20 10
7 NA 401 1 år 48
7 NA 402 548 6, 21
7 NA 403 552 20—40 27
7 NA 404 1 år 3
7 NA 405 553 12, 44
7 NA 406 554 40—60 48
7 NA 407 555 22, 18
7 NA 408 556 60—80 19
7 NA 409 1 år 44
7 NA 410 557 24, 18
7 NA 411 558 öfver 17
7 NA 412 559 80 3
7 NA 413 1 år 44
7 NA 414 560 9. 28
7 NA 415 561 Bland 48
7 NA 416 562 dödsorsakerna 18
7 NA 417 563 märkas: 28
7 NA 418 564 mässling 44
7 NA 419 405 2 21
7 NA 420 565 fall, 7
7 NA 421 566 barnkolera 16
7 NA 422 550 1, 44
7 NA 423 567 influensa 18
7 NA 424 550 1, 44
7 NA 425 568 difteri 44
7 NA 426 550 1, 44
7 NA 427 569 lungisot 49
7 NA 428 570 16, 48
7 NA 429 571 hjärn 27
7 NA 430 572 tuberkulos 27
7 NA 431 550 1, 44
7 NA 432 573 hjärnslag 44
7 NA 433 574 2, 48
7 NA 434 575 org. 27
7 NA 435 576 hjärtfel 21
7 NA 436 577 5, 44
7 NA 437 578 luftrörsinfiammation 3
7 NA 438 548 6, 21
7 NA 439 579 lunginflammation 44
7 NA 440 548 6, 48
7 NA 441 580 akut 48
7 NA 442 581 inflammation 8
7 NA 443 582 mage 27
7 NA 444 79 ooh 18
7 NA 445 583 tarmar 2
7 NA 446 574 2, 48
7 NA 447 584 kronisk 27
7 NA 448 585 dito 33
7 NA 449 550 1, 44
7 NA 450 586 njurinflammation 21
7 NA 451 574 2, 48
7 NA 452 587 kräfta 3
7 NA 453 588 7, 1
7 NA 454 589 medfödd 16
7 NA 455 590 svaghet 19
7 NA 456 574 2, 48
7 NA 457 591 ålderdomsaftyning 27
7 NA 458 592 9, 44
7 NA 459 593 olyckshändelse 44
7 NA 460 550 1, 44
7 NA 461 594 själfmord 21
7 NA 462 595 3. 8
7 NA 463 596 Dödligheten 21
7 NA 464 317 på 17
7 NA 465 597 1,000 14
7 NA 466 598 invånare 44
7 NA 467 317 på 17
7 NA 468 1 år 44
7 NA 469 530 utgjorde 44
7 NA 470 599 15,8 27
7 NA 471 532 (föregående 44
7 NA 472 527 veckan 44
7 NA 473 600 14,1); 19
7 NA 474 601 medeltalet 28
7 NA 475 72 för 14
7 NA 476 602 motsvarande 44
7 NA 477 603 vecka 44
7 NA 478 126 de 14
7 NA 479 604 närmast 17
7 NA 480 605 föregående 44
7 NA 481 24 10 44
7 NA 482 606 åren 21
7 NA 483 607 17,2. 48
7 NA 484 525 Antalet 21
7 NA 485 233 födda 21
7 NA 486 608 barn 30
7 NA 487 152 samma 1
7 NA 488 603 vecka 44
7 NA 489 304 var 1
7 NA 490 609 133 27
7 NA 491 532 (föregående 44
7 NA 492 527 veckan 44
7 NA 493 610 181), 21
7 NA 494 611 däraf 48
7 NA 495 612 128 21
7 NA 496 613 lefvande 33
7 NA 497 233 födda 21
7 NA 498 79 ooh 18
7 NA 499 614 5 49
7 NA 500 615 dödfödda 17
7 NA 501 239 samt 48
7 NA 502 616 93 44
7 NA 503 98 af 1
7 NA 504 617 äkta 1
7 NA 505 51 och 1
7 NA 506 26 40 3
7 NA 507 98 af 16
7 NA 508 618 oäkta 44
7 NA 509 619 börd. 18
7 NA 510 620 (Mcddeladt.) 44
7 NA 511 621 Gåfva. 44
7 NA 512 622 Af 44
7 NA 513 122 en 1
7 NA 514 623 församlingsmedlem 44
7 NA 515 168 har 14
7 NA 516 624 jag 27
7 NA 517 625 fått 1
7 NA 518 626 mottaga 17
7 NA 519 627 etthundra 27
7 NA 520 628 (100) 44
7 NA 521 260 kr., 10
7 NA 522 89 att 17
7 NA 523 629 utdelas 44
7 NA 524 630 bland 35
7 NA 525 631 församlingens 48
7 NA 526 632 fattiga 21
7 NA 527 346 den 49
7 NA 528 347 6 20
7 NA 529 633 d:s, 27
7 NA 530 634 hvilket 16
7 NA 531 635 härmed 16
7 NA 532 636 tacksammast 44
7 NA 533 637 erkännes. 21
7 NA 534 638 Stockholm 21
7 NA 535 51 och 16
7 NA 536 639 S:t 48
7 NA 537 640 Gertrud 28
7 NA 538 346 den 16
7 NA 539 614 5 20
7 NA 540 641 januari 33
7 NA 541 642 1905. 49
7 NA 542 643 G. 28
7 NA 543 644 Sterzel. 48
7 NA 544 21 En 16
7 NA 545 645 svart 44
7 NA 546 646 hare. 2
7 NA 547 561 Bland 48
7 NA 548 126 de 14
7 NA 549 647 många 27
7 NA 550 648 egendomliga 48
7 NA 551 649 djur 27
7 NA 552 142 som 16
7 NA 553 650 senaste 20
7 NA 554 651 tiden 48
7 NA 555 652 blifvit 2
7 NA 556 653 insända 7
7 NA 557 121 till 16
7 NA 558 654 konservator 16
7 NA 559 655 Kolthoff 44
7 NA 560 656 Uppsala 27
7 NA 561 96 är 16
7 NA 562 122 en 16
7 NA 563 657 glänsande 48
7 NA 564 645 svart 44
7 NA 565 658 hare, 49
7 NA 566 142 som 16
7 NA 567 659 nyligen 3
7 NA 568 660 inkommit 48
