#doc source pos typeindex type topic
0 NA 131 34 en 38
0 NA 132 0 är 1
0 NA 133 115 loke 19
0 NA 134 116 proc 7
0 NA 135 45 vara 1
0 NA 136 117 sin 1
0 NA 137 118 systematiskt 7
0 NA 138 119 prof 1
0 NA 139 1 för 38
0 NA 140 120 mänskliga 7
0 NA 141 121 jåta 34
0 NA 142 122 hittills 10
0 NA 143 14 med 1
0 NA 144 123 betonande 7
0 NA 145 124 dragets 29
0 NA 146 125 t_n 49
0 NA 147 126 därvid 29
0 NA 148 127 hållandena 7
0 NA 149 128 genom 10
0 NA 150 129 ställda 38
0 NA 151 130 deu 12
0 NA 152 131 god 38
0 NA 153 132 haft 1
0 NA 154 133 glo 7
0 NA 155 134 svårigheten 1
0 NA 156 109 kan 38
0 NA 157 135 hvarje 38
0 NA 158 14 med 1
0 NA 159 31 det 1
0 NA 160 41 om 38
0 NA 161 136 angår 10
0 NA 162 1 för 38
0 NA 163 137 part 7
0 NA 164 138 gt 38
0 NA 165 44 och 10
0 NA 166 139 erasam 15
0 NA 167 140 brising 7
0 NA 168 75 ej 10
0 NA 169 141 lag 7
0 NA 170 62 rätt 31
0 NA 171 142 till 10
0 NA 172 143 import 7
0 NA 173 144 verkligen 1
0 NA 174 31 det 1
0 NA 175 145 själfva 40
0 NA 176 146 gjorde 1
0 NA 177 147 bestämma 7
0 NA 178 148 avbetsprodukten 7
0 NA 179 12 de 31
0 NA 180 149 kontroll 7
0 NA 181 150 mot 40
0 NA 182 151 åtgärd 38
0 NA 183 152 rörde 23
0 NA 184 44 och 10
0 NA 185 153 landtbruksstyrelsen 1
0 NA 186 65 där 10
0 NA 187 154 snart 10
0 NA 188 155 följande 40
0 NA 189 35 af 40
0 NA 190 12 de 31
0 NA 191 12 de 31
0 NA 192 156 ftamställningar 15
0 NA 193 157 efter 1
0 NA 194 158 grad 12
0 NA 195 44 och 10
0 NA 196 159 skall 40
0 NA 197 49 vunna 7
0 NA 198 160 omfattade 15
0 NA 199 1 för 38
0 NA 200 161 dskussionen 7
0 NA 201 162 blir 1
0 NA 202 37 som 1
0 NA 203 163 utfvas 41
0 NA 204 12 de 31
0 NA 205 164 högskole_frågan 7
0 NA 206 165 förnämsta 1
0 NA 207 35 af 40
0 NA 208 35 af 40
0 NA 209 166 betalningen 12
0 NA 210 167 grund 7
0 NA 211 168 analyser 7
0 NA 212 169 därpå 40
0 NA 213 170 då 1
0 NA 214 171 börjat 7
0 NA 215 172 utländska 7
0 NA 216 173 den 10
0 NA 217 174 emellertid 31
0 NA 218 175 lämnats 7
0 NA 219 170 då 1
0 NA 220 176 väl 10
0 NA 221 177 linjerna 7
0 NA 222 178 skulle 31
0 NA 223 1 för 38
0 NA 224 35 af 40
0 NA 225 179 skäl 40
0 NA 226 180 utväg 7
0 NA 227 181 anmärkning 15
0 NA 228 176 väl 10
0 NA 229 182 heräkutgör 7
0 NA 230 183 satsen 7
0 NA 231 184 ta 1
0 NA 232 185 ju 7
0 NA 233 186 regeringsgatan 12
0 NA 234 187 resa 7
0 NA 235 188 yrket 7
0 NA 236 189 inledaren 40
0 NA 237 190 sammanställningen 7
0 NA 238 191 tydlighet 7
0 NA 239 192 rör 23
0 NA 240 193 iifstandard 40
0 NA 241 194 direkt 29
0 NA 242 195 plats 32
0 NA 243 196 intressanta 12
0 NA 244 197 arbetsprestationerna 38
0 NA 245 198 alltid 1
0 NA 246 199 inedgaf 7
0 NA 247 200 likväl 7
0 NA 248 201 mycket 49
0 NA 249 87 ändrade 7
0 NA 250 202 slutade 7
0 NA 251 203 drabba 40
0 NA 252 204 felaktighet 12
0 NA 253 205 höga 38
0 NA 254 206 lamt 7
0 NA 255 34 en 38
0 NA 256 173 den 10
0 NA 257 207 ha 15
0 NA 258 208 styrelsens 12
0 NA 259 89 problem 7
0 NA 260 209 förestån 1
0 NA 261 44 och 10
0 NA 262 210 här 1
0 NA 263 54 ett 10
0 NA 264 211 men 31
0 NA 265 22 att 10
0 NA 266 212 enframställning 40
0 NA 267 12 de 31
0 NA 268 54 ett 10
0 NA 269 1 för 38
0 NA 270 37 som 1
0 NA 271 213 störafse 12
0 NA 272 214 upp 38
0 NA 273 96 fagerström 7
0 NA 274 215 sfö 7
0 NA 275 216 fackföreningen 15
0 NA 276 111 dock 40
0 NA 277 44 och 10
0 NA 278 217 tilli 34
0 NA 279 22 att 38
0 NA 280 18 sig 1
0 NA 281 173 den 10
0 NA 282 218 gärna 12
0 NA 283 14 med 1
0 NA 284 219 nedtrycka 7
0 NA 285 22 att 10
0 NA 286 220 utlandet 31
0 NA 287 221 hvad 1
0 NA 288 22 att 10
0 NA 289 222 endast 10
0 NA 290 223 styrelsen 1
0 NA 291 14 med 1
0 NA 292 224 gjort 29
0 NA 293 225 på 38
0 NA 294 226 förhållandena 7
0 NA 295 227 allmänna 34
0 NA 296 228 yl_kets 7
0 NA 297 229 beträffande 1
0 NA 298 35 af 40
0 NA 299 230 ftckordspriset 7
0 NA 300 31 det 1
0 NA 301 231 profvens 7
0 NA 302 35 af 40
0 NA 303 232 eller 32
0 NA 304 233 direktör 7
0 NA 305 234 öfrigt 11
0 NA 306 235 mindre 10
0 NA 307 86 fall 49
0 NA 308 236 inom 1
0 NA 309 237 restriktioner 12
0 NA 310 238 ettreståndares 29
0 NA 311 173 den 10
0 NA 312 239 dugliges 7
0 NA 313 240 föreningarna 12
0 NA 314 241 wfall 1
0 NA 315 242 tekniska 7
0 NA 316 35 af 40
0 NA 317 186 regeringsgatan 12
0 NA 318 243 motsvarande 31
0 NA 319 0 är 1
0 NA 320 244 stort 31
0 NA 321 116 proc 7
0 NA 322 245 förhållanhalt 49
0 NA 323 116 proc 7
0 NA 324 246 urval 31
0 NA 325 225 på 38
0 NA 326 247 skillnad 40
0 NA 327 248 högsta 38
0 NA 328 249 stämmer 40
0 NA 329 13 strokirk 7
0 NA 330 250 mottagna 7
0 NA 331 116 proc 7
0 NA 332 251 fabriker 1
0 NA 333 31 det 1
0 NA 334 41 om 38
0 NA 335 252 tagnings 7
0 NA 336 253 ln 7
0 NA 337 254 dugligaste 40
0 NA 338 142 till 10
0 NA 339 255 skola 1
0 NA 340 256 såsom 12
0 NA 341 146 gjorde 1
0 NA 342 12 de 31
0 NA 343 22 att 10
0 NA 344 37 som 1
0 NA 345 257 aktiebolaget 1
0 NA 346 258 kommer 10
0 NA 347 226 förhållandena 7
0 NA 348 41 om 38
0 NA 349 259 gjord 49
0 NA 350 31 det 1
0 NA 351 260 lägst 12
0 NA 352 38 icke 1
0 NA 353 236 inom 1
0 NA 354 261 omkring 1
0 NA 355 35 af 40
0 NA 356 262 mellan 10
0 NA 357 263 alltjämt 31
0 NA 358 264 ansags 34
0 NA 359 265 skymta 34
0 NA 360 14 med 1
0 NA 361 266 dugliga 32
0 NA 362 267 procentsiffror 29
0 NA 363 268 mänhet 15
0 NA 364 269 yttre 40
0 NA 365 270 frökontrollen 7
0 NA 366 271 arbetstiden 7
0 NA 367 272 pretiaen 7
0 NA 368 273 ske 19
0 NA 369 274 existensvunna 12
0 NA 370 275 svart 38
0 NA 371 225 på 38
0 NA 372 1 för 38
0 NA 373 233 direktör 7
0 NA 374 1 för 38
0 NA 375 276 svåraste 15
0 NA 376 37 som 1
0 NA 377 12 de 31
0 NA 378 277 sammankallats 7
0 NA 379 278 eter 49
0 NA 380 279 gäiler 12
0 NA 381 280 föremål 7
0 NA 382 281 andra 31
0 NA 383 282 lt 29
0 NA 384 283 bor 7
0 NA 385 284 vattenhalter 7
0 NA 386 285 flvatl 7
0 NA 387 12 de 31
0 NA 388 173 den 10
0 NA 389 286 toder 1
0 NA 390 12 de 31
0 NA 391 22 att 10
0 NA 392 287 delsefullt 40
0 NA 393 31 det 1
0 NA 394 288 das 7
0 NA 395 54 ett 10
0 NA 396 289 arbetssändelsesätt 7
0 NA 397 290 bhft 7
0 NA 398 291 åsikten 38
0 NA 399 44 och 10
0 NA 400 12 de 31
0 NA 401 292 fråga 7
0 NA 402 12 de 31
0 NA 403 293 kontrollen 7
0 NA 404 35 af 40
0 NA 405 294 ilidkde 7
0 NA 406 295 antydas 23
0 NA 407 31 det 1
0 NA 408 296 fö 7
0 NA 409 173 den 10
0 NA 410 297 retio 7
0 NA 411 298 gällande 7
0 NA 412 145 själfva 40
0 NA 413 107 har 1
0 NA 414 234 öfrigt 11
0 NA 415 109 kan 38
0 NA 416 299 nag 29
0 NA 417 300 öfverläggning 7
0 NA 418 301 räkna 1
0 NA 419 302 kominer 38
0 NA 420 303 tet 49
0 NA 421 248 högsta 38
0 NA 422 304 studium 29
0 NA 423 305 gemensam 7
0 NA 424 18 sig 1
0 NA 425 306 ar 12
0 NA 426 298 gällande 7
0 NA 427 12 de 7
0 NA 428 307 människor 12
0 NA 429 55 man 29
0 NA 430 308 bety 7
0 NA 431 309 kvinnliga 32
0 NA 432 310 åtaga 7
0 NA 433 31 det 1
0 NA 434 311 värde 40
0 NA 435 140 brising 7
0 NA 436 52 från 38
0 NA 437 44 och 10
0 NA 438 312 analysmetoder 7
0 NA 439 173 den 10
0 NA 440 22 att 38
0 NA 441 313 firavara 12
0 NA 442 314 kräfde 7
0 NA 443 315 stora 1
0 NA 444 37 som 1
0 NA 445 316 uppfattskillnad 12
0 NA 446 317 atertagancten 7
0 NA 447 318 facklförening_arna 1
0 NA 448 55 man 29
0 NA 449 36 denna 49
0 NA 450 128 genom 10
0 NA 451 22 att 10
0 NA 452 105 dessa 7
0 NA 453 319 fackkommit 29
0 NA 454 0 är 1
0 NA 455 320 inled 7
0 NA 456 321 ocli 40
0 NA 457 322 borgerliga 1
0 NA 458 323 samtidigt 32
0 NA 459 324 ut 49
0 NA 460 325 längsta 7
0 NA 461 326 ädd 29
0 NA 462 41 om 38
0 NA 463 75 ej 10
0 NA 464 327 framgå 12
0 NA 465 328 föredrag 7
0 NA 466 37 som 1
0 NA 467 329 arbetarna 19
0 NA 468 109 kan 38
0 NA 469 330 doak 7
0 NA 470 331 förefanns 15
0 NA 471 22 att 38
0 NA 472 332 hur 31
0 NA 473 54 ett 10
0 NA 474 54 ett 10
0 NA 475 142 till 10
0 NA 476 333 återetår 7
0 NA 477 41 om 38
0 NA 478 334 liksom 40
0 NA 479 157 efter 1
0 NA 480 335 följd 1
0 NA 481 336 ätltrtår 7
0 NA 482 337 någon 1
0 NA 483 173 den 10
0 NA 484 338 vore 12
0 NA 485 339 finna 12
0 NA 486 35 af 40
0 NA 487 340 sammankallas 15
0 NA 488 341 detta 29
0 NA 489 22 att 10
0 NA 490 38 icke 1
0 NA 491 173 den 10
0 NA 492 342 möte 38
0 NA 493 173 den 10
0 NA 494 343 ändlägen 7
0 NA 495 14 med 1
0 NA 496 344 likgiltigt 7
0 NA 497 345 faktorer 7
0 NA 498 162 blir 1
0 NA 499 346 aifoetsgifvaren 7
0 NA 500 347 vederbörande 34
0 NA 501 281 andra 31
0 NA 502 348 utan 1
0 NA 503 349 alltmera 7
0 NA 504 350 gammalt 49
0 NA 505 34 en 38
0 NA 506 55 man 29
0 NA 507 35 af 40
0 NA 508 351 reglera 12
0 NA 509 352 kunna 1
0 NA 510 35 af 40
0 NA 511 353 hvar 40
0 NA 512 354 differenserna 7
0 NA 513 14 med 1
0 NA 514 22 att 38
0 NA 515 355 gjort_bina 7
0 NA 516 356 ooh 10
0 NA 517 292 fråga 7
0 NA 518 357 genomgående 32
0 NA 519 358 möljlight 12
0 NA 520 173 den 10
0 NA 521 293 kontrollen 7
0 NA 522 359 darna 7
0 NA 523 360 fackföreningsrörelsen 12
0 NA 524 107 har 1
0 NA 525 336 ätltrtår 7
0 NA 526 361 da 38
0 NA 527 362 alujgtör 12
0 NA 528 363 samma 1
0 NA 529 116 proc 7
0 NA 530 364 lingen 40
0 NA 531 142 till 10
0 NA 532 22 att 38
0 NA 533 210 här 1
0 NA 534 35 af 40
0 NA 535 365 härom 7
0 NA 536 34 en 38
0 NA 537 105 dessa 7
0 NA 538 142 till 10
0 NA 539 366 fattades 7
0 NA 540 367 försäljare 7
0 NA 541 18 sig 1
0 NA 542 28 alltså 12
0 NA 543 22 att 10
0 NA 544 41 om 38
0 NA 545 31 det 1
1 NA 0 368 afdelningarna 2
1 NA 1 321 ocli 40
1 NA 2 369 sade 20
1 NA 3 370 afton 37
1 NA 4 371 bog 2
1 NA 5 372 affärslokal 18
1 NA 6 22 att 38
1 NA 7 373 professor 14
1 NA 8 38 icke 1
1 NA 9 374 grosshandlare 9
1 NA 10 375 fortfarande 16
1 NA 11 142 till 10
1 NA 12 376 alla 10
1 NA 13 377 medföra 16
1 NA 14 378 stödjepunkt 10
1 NA 15 379 faktiskt 37
1 NA 16 380 flytandie 13
1 NA 17 34 en 10
1 NA 18 381 staden 46
1 NA 19 22 att 38
1 NA 20 35 af 40
1 NA 21 382 madagaskar 19
1 NA 22 383 historien 29
1 NA 23 384 english 46
1 NA 24 385 vi 40
1 NA 25 142 till 10
1 NA 26 386 användning 36
1 NA 27 387 disponenten 19
1 NA 28 388 kontorslokal 33
1 NA 29 389 kontant 24
1 NA 30 232 eller 24
1 NA 31 35 af 40
1 NA 32 390 port 2
1 NA 33 391 hörsal 14
1 NA 34 225 på 10
1 NA 35 392 blef 31
1 NA 36 393 tillbaka 40
1 NA 37 34 en 10
1 NA 38 14 med 1
1 NA 39 394 nr 10
1 NA 40 22 att 10
1 NA 41 395 alls 9
1 NA 42 14 med 1
1 NA 43 1 för 38
1 NA 44 142 till 10
1 NA 45 396 iga 44
1 NA 46 397 eig 29
1 NA 47 54 ett 10
1 NA 48 398 morgon 40
1 NA 49 399 erbjöde 14
1 NA 50 400 girres 3
1 NA 51 258 kommer 10
1 NA 52 401 gädke 19
1 NA 53 402 kl 10
1 NA 54 403 föröfver 16
1 NA 55 404 hunnit 49
1 NA 56 35 af 40
1 NA 57 405 sjöng 46
1 NA 58 387 disponenten 19
1 NA 59 107 har 1
1 NA 60 22 att 38
1 NA 61 406 höja 33
1 NA 62 407 komma 38
1 NA 63 408 platser 2
1 NA 64 35 af 40
1 NA 65 409 djupakeu 37
1 NA 66 410 kakan 33
1 NA 67 411 kronologiska 33
1 NA 68 412 ingången 1
1 NA 69 413 fruarna 17
1 NA 70 414 bolagets 14
1 NA 71 12 de 31
1 NA 72 415 läraren 31
1 NA 73 416 mahmkriptet 28
1 NA 74 417 restanrantletropol 46
1 NA 75 75 ej 10
1 NA 76 418 husitru 28
1 NA 77 419 beredandet 16
1 NA 78 420 orsaken 40
1 NA 79 421 liggande 16
1 NA 80 422 kort 38
1 NA 81 18 sig 1
1 NA 82 423 kommunalstyrelsen 46
1 NA 83 207 ha 40
1 NA 84 424 hästar 14
1 NA 85 142 till 10
1 NA 86 425 hallberg 17
1 NA 87 426 kr 38
1 NA 88 427 kaffe 2
1 NA 89 142 till 10
1 NA 90 135 hvarje 7
1 NA 91 428 aurora 19
1 NA 92 429 violinkompositioner 19
1 NA 93 430 snöbollskrig 31
1 NA 94 431 voro 46
1 NA 95 432 år 40
1 NA 96 142 till 10
1 NA 97 433 inga 23
1 NA 98 434 atel 14
1 NA 99 435 grundadie 10
1 NA 100 52 från 26
1 NA 101 436 lifvet 4
1 NA 102 437 börjar 37
1 NA 103 438 tröst 12
1 NA 104 439 underhållna 28
1 NA 105 440 laiirin 17
1 NA 106 441 nära 38
1 NA 107 155 följande 40
1 NA 108 159 skall 40
1 NA 109 75 ej 10
1 NA 110 442 karaktärsskådespelare 13
1 NA 111 18 sig 1
1 NA 112 443 drifva 13
1 NA 113 426 kr 38
1 NA 114 444 anlända 9
1 NA 115 445 satt 20
1 NA 116 446 sjöberg 3
1 NA 117 402 kl 10
1 NA 118 402 kl 10
1 NA 119 447 visa 10
1 NA 120 448 anhällets 37
1 NA 121 449 rapport 31
1 NA 122 450 sekreterare 10
1 NA 123 292 fråga 34
1 NA 124 451 trogen 37
1 NA 125 452 lördagen 49
1 NA 126 453 evar 24
1 NA 127 142 till 10
1 NA 128 256 såsom 12
1 NA 129 454 ge 46
1 NA 130 1 för 38
1 NA 131 455 fångar 2
1 NA 132 456 guvernören 31
1 NA 133 457 också 10
1 NA 134 0 är 1
1 NA 135 323 samtidigt 44
1 NA 136 458 utrikespolitik 40
1 NA 137 459 vid 40
1 NA 138 142 till 10
1 NA 139 460 folklifsfotograferingen 9
1 NA 140 461 hvars 13
1 NA 141 462 förvaltning 31
1 NA 142 463 tillräcklig 7
1 NA 143 464 närmaste 38
1 NA 144 465 riks 8
1 NA 145 98 finns 31
1 NA 146 65 där 3
1 NA 147 466 august 10
1 NA 148 467 rådande 7
1 NA 149 178 skulle 31
1 NA 150 468 la 17
1 NA 151 0 är 1
1 NA 152 469 huset 18
1 NA 153 470 punkter 14
1 NA 154 471 hvarandras 13
1 NA 155 472 gjfyjfc 46
1 NA 156 473 spridda 28
1 NA 157 22 att 38
1 NA 158 474 kvinna 34
1 NA 159 18 sig 1
1 NA 160 475 dees 29
1 NA 161 476 föreslagna 41
1 NA 162 402 kl 10
1 NA 163 477 engelska 19
1 NA 164 478 sträf 49
1 NA 165 173 den 10
1 NA 166 0 är 1
1 NA 167 479 förvekligad 40
1 NA 168 44 och 24
1 NA 169 142 till 24
1 NA 170 35 af 40
1 NA 171 31 det 1
1 NA 172 480 visserligen 13
1 NA 173 178 skulle 31
1 NA 174 481 nämligen 28
1 NA 175 44 och 10
1 NA 176 482 magnifik 31
1 NA 177 18 sig 1
1 NA 178 483 början 10
1 NA 179 484 upplifningsföreök 29
1 NA 180 485 diplomatiska 14
1 NA 181 0 är 1
1 NA 182 486 något 1
1 NA 183 262 mellan 10
1 NA 184 1 för 38
1 NA 185 487 dubblett 24
1 NA 186 37 som 1
1 NA 187 488 förtjusning 11
1 NA 188 37 som 1
1 NA 189 489 månader 17
1 NA 190 44 och 10
1 NA 191 490 tr 24
1 NA 192 34 en 10
1 NA 193 491 kolets 19
1 NA 194 492 del 29
1 NA 195 493 salonger 3
1 NA 196 168 analyser 7
1 NA 197 494 kör 19
1 NA 198 225 på 10
1 NA 199 110 kom 1
1 NA 200 495 väfnader 14
1 NA 201 44 och 10
1 NA 202 496 mån 9
1 NA 203 497 söndagar 41
1 NA 204 498 utställningen 10
1 NA 205 499 citerade 37
1 NA 206 500 tidningania 19
1 NA 207 75 ej 10
1 NA 208 501 japanska 2
1 NA 209 502 zarmann 49
1 NA 210 503 lokalt 20
1 NA 211 504 chef 29
1 NA 212 505 derhän 18
1 NA 213 506 jättesjöslaget 28
1 NA 214 507 konsert 9
1 NA 215 22 att 38
1 NA 216 508 program 18
1 NA 217 44 och 10
1 NA 218 509 eom 2
1 NA 219 510 land 37
1 NA 220 511 middagar 28
1 NA 221 57 öfver 10
1 NA 222 512 förbindelse 10
1 NA 223 513 kunde 31
1 NA 224 50 äfven 1
1 NA 225 44 och 10
1 NA 226 514 fcun 13
1 NA 227 515 komedi 17
1 NA 228 516 personer 38
1 NA 229 402 kl 10
1 NA 230 517 tlata 44
1 NA 231 518 afkastning 40
1 NA 232 519 ock 37
1 NA 233 520 född 23
1 NA 234 521 han 31
1 NA 235 35 af 40
1 NA 236 522 biesert 46
1 NA 237 523 parlamentet 4
1 NA 238 524 förhållanden 18
1 NA 239 525 intimt 13
1 NA 240 173 den 10
1 NA 241 526 hvilken 2
1 NA 242 527 tronen 28
1 NA 243 35 af 40
1 NA 244 352 kunna 1
1 NA 245 432 år 24
1 NA 246 528 libau 3
1 NA 247 341 detta 29
1 NA 248 529 delen 16
1 NA 249 492 del 29
1 NA 250 530 teaterns 38
1 NA 251 531 väljer 18
1 NA 252 532 göra 10
1 NA 253 533 stabilare 19
1 NA 254 0 är 1
1 NA 255 494 kör 10
1 NA 256 534 holienhausen 17
1 NA 257 535 dirigent 12
1 NA 258 536 förfrågningar 38
1 NA 259 12 de 31
1 NA 260 537 föreningens 1
1 NA 261 538 närm 7
1 NA 262 539 ligga 44
1 NA 263 146 gjorde 1
1 NA 264 540 trots 2
1 NA 265 541 uppmanade 9
1 NA 266 542 antagligen 41
1 NA 267 543 bokföring 7
1 NA 268 107 har 1
1 NA 269 544 nn 49
1 NA 270 545 stössel 12
1 NA 271 546 balettmusik 8
1 NA 272 547 talas 41
1 NA 273 44 och 10
1 NA 274 100 nu 24
1 NA 275 12 de 31
1 NA 276 44 och 10
1 NA 277 548 slut 12
1 NA 278 549 värdige 3
1 NA 279 550 kg 38
1 NA 280 551 skingrades 46
1 NA 281 552 känna 16
1 NA 282 553 uppfyllde 3
1 NA 283 554 såled 19
1 NA 284 232 eller 24
1 NA 285 555 infinna 13
1 NA 286 402 kl 10
1 NA 287 556 lönefråga 36
1 NA 288 557 hela 40
1 NA 289 558 ståtliga 49
1 NA 290 142 till 10
1 NA 291 18 sig 1
1 NA 292 559 fiåt 29
1 NA 293 402 kl 10
1 NA 294 14 med 1
1 NA 295 560 hrr 38
1 NA 296 0 är 1
1 NA 297 12 de 31
1 NA 298 561 törde 9
1 NA 299 562 äger 18
1 NA 300 142 till 10
1 NA 301 57 öfver 10
1 NA 302 563 affär 39
1 NA 303 564 var 10
1 NA 304 565 dess 1
1 NA 305 566 form 14
1 NA 306 352 kunna 1
1 NA 307 567 många 14
1 NA 308 568 begäran 49
1 NA 309 569 blifva 40
1 NA 310 570 togo 40
1 NA 311 107 har 1
1 NA 312 72 så 31
1 NA 313 571 dem 31
1 NA 314 572 verkställa 16
1 NA 315 573 strejkande 12
1 NA 316 31 det 1
1 NA 317 574 yrken 41
1 NA 318 575 tenidzeplantagerna 41
1 NA 319 576 inlämnade 16
1 NA 320 577 s_å 37
1 NA 321 578 veckor 31
1 NA 322 35 af 40
1 NA 323 579 franska 41
1 NA 324 580 vår 10
1 NA 325 581 passande 38
1 NA 326 582 sammanträden 41
1 NA 327 583 pianisten 9
1 NA 328 584 söndagen 10
1 NA 329 222 endast 10
1 NA 330 173 den 10
1 NA 331 585 mer 49
1 NA 332 586 äro 4
1 NA 333 587 fordringar 19
1 NA 334 588 kronor 34
1 NA 335 589 stelfrusen 10
1 NA 336 590 ilugim 40
1 NA 337 591 vägen 1
1 NA 338 18 sig 1
1 NA 339 592 ärendet 17
1 NA 340 593 middags 46
1 NA 341 594 fästningen 18
1 NA 342 595 följden 29
1 NA 343 35 af 40
1 NA 344 596 stockholms 38
1 NA 345 597 deil 13
1 NA 346 18 sig 1
1 NA 347 598 drottninggatan 49
1 NA 348 22 att 38
1 NA 349 34 en 38
1 NA 350 599 vinterdago 29
1 NA 351 600 bör 10
1 NA 352 256 såsom 31
1 NA 353 44 och 10
1 NA 354 601 skogaborg 14
1 NA 355 155 följande 40
1 NA 356 426 kr 38
1 NA 357 14 med 24
1 NA 358 1 för 38
1 NA 359 324 ut 49
1 NA 360 602 vodkan 4
1 NA 361 35 af 40
1 NA 362 603 förolämpningarna 34
1 NA 363 604 belägringskanoner 40
1 NA 364 605 tur 11
1 NA 365 606 gert 11
1 NA 366 607 beundra 37
1 NA 367 608 vladivostok 14
1 NA 368 609 förlåtlig 33
1 NA 369 610 säger 28
1 NA 370 0 är 1
1 NA 371 157 efter 1
1 NA 372 611 uppgifterna 9
1 NA 373 142 till 24
1 NA 374 612 revisionsberättelsen 9
1 NA 375 613 koirnisk 41
1 NA 376 614 markis 29
1 NA 377 615 få 38
1 NA 378 211 men 31
1 NA 379 229 beträffande 1
1 NA 380 18 sig 1
1 NA 381 41 om 38
1 NA 382 616 rum 2
1 NA 383 142 till 10
1 NA 384 617 verket 18
1 NA 385 618 oeh 13
1 NA 386 35 af 40
1 NA 387 619 gendarmeriet 19
1 NA 388 620 högskolans 49
1 NA 389 621 trålaren 10
1 NA 390 622 dag 10
1 NA 391 623 undersöker 2
1 NA 392 12 de 31
1 NA 393 262 mellan 10
1 NA 394 624 fartygssilhuetten 31
1 NA 395 625 roosval 29
1 NA 396 626 biljetter 29
